1,Cheese,cheese,org.gnome.Cheese,,Webcam Booth,false,GNOME;AudioVideo;Video;Recorder;,/usr/share/applications/org.gnome.Cheese.desktop
1,Darktable,/usr/bin/darktable %U,darktable,/usr/bin/darktable,Virtual Lighttable and Darkroom,false,Graphics;Photography;GTK;,/usr/share/applications/darktable.desktop
1,Disks,gnome-disks,org.gnome.DiskUtility,,,false,GNOME;GTK;Utility;X-GNOME-Utilities;,/usr/share/applications/org.gnome.DiskUtility.desktop
1,Document Viewer,evince %U,org.gnome.Evince,evince,,false,GNOME;GTK;Office;Viewer;Graphics;2DGraphics;VectorGraphics;,/usr/share/applications/org.gnome.Evince.desktop
1,Emacs,emacs %F,emacs,,Text Editor,false,Development;TextEditor;,/usr/share/applications/emacs.desktop
1,Epiphany,epiphany %U,org.gnome.Epiphany,,Web Browser,false,Network;GNOME;GTK;WebBrowser;,/usr/share/applications/org.gnome.Epiphany.desktop
1,File Manager,nautilus --new-window %U,org.gnome.Nautilus,,,false,GNOME;GTK;Utility;Core;FileManager;,/usr/share/applications/org.gnome.Nautilus.desktop
1,Firewall Configuration,gufw,gufw,,,false,GNOME;GTK;Settings;Security;X-GNOME-Settings-Panel;X-GNOME-SystemSettings;X-Unity-Settings-Panel;X-XFCE-SettingsDialog;X-XFCE-SystemSettings;,/usr/share/applications/gufw.desktop
1,GEdit,gedit %U,org.gnome.gedit,,Text Editor,false,GNOME;GTK;Utility;TextEditor;,/usr/share/applications/org.gnome.gedit.desktop
1,GParted,/usr/bin/gparted,gparted,,Partition Editor,false,GNOME;System;Filesystem;,/usr/share/applications/gparted.desktop
1,GVim,gvim -f %F,gvim,gvim,Text Editor,false,Utility;TextEditor;,/usr/share/applications/gvim.desktop
1,Gnome Terminal,gnome-terminal,org.gnome.Terminal,gnome-terminal,,,GNOME;GTK;System;TerminalEmulator;,/usr/share/applications/org.gnome.Terminal.desktop
1,Google Chrome,/usr/bin/google-chrome-stable %U,google-chrome,,Web Browser,false,Network;WebBrowser;,/usr/share/applications/google-chrome.desktop
1,Htop,htop,htop,,Process Viewer,true,ConsoleOnly;System;,/usr/share/applications/htop.desktop
1,Lock Screen,~/.bin/screenlock.sh,system-lock-screen,,,false,,custom
1,LxAppearance,lxappearance,preferences-desktop-theme,,Customize Look and Feel,,GTK;Settings;DesktopSettings;X-LXDE-Settings;,/usr/share/applications/lxappearance.desktop
0,Mailspring,/usr/bin/mailspring %U,mailspring,,Mail Client,,GNOME;GTK;Network;Email;,/usr/share/applications/mailspring.desktop
1,Manjaro Settings,manjaro-settings-manager,preferences-desktop,,,false,Settings;DesktopSettings;X-LXDE-Settings;X-KDE-Settings;X-XFCE-SettingsDialog;X-XFCE-SystemSettings;,/usr/share/applications/manjaro-settings-manager.desktop
1,NVIDIA Settings,/usr/bin/nvidia-settings,/usr/share/doc/nvidia/nvidia-settings.png,,,,Settings;HardwareSettings;,/usr/share/applications/nvidia-settings.desktop
1,OpenShot Video Editor,openshot-qt %F,openshot-qt,,Video Editor,false,GNOME;GTK;AudioVideo;Video;AudioVideoEditing;,/usr/share/applications/org.openshot.OpenShot.desktop
1,Postman,/bin/postman %U,postman,,,,Development;Utility;,/usr/share/applications/postman.desktop
1,Processing,processing,processing,,,false,Application;Development;,/usr/share/applications/processing.desktop
1,PulseAudio Control,pavucontrol,multimedia-volume-control,,Volume Control,,AudioVideo;Audio;Mixer;GTK;,/usr/share/applications/pavucontrol.desktop
1,Redshift,redshift-gtk,redshift,,Color temperature adjustment,false,Utility;,/usr/share/applications/redshift-gtk.desktop
1,Skype,/usr/bin/skypeforlinux %U,skypeforlinux,,,false,Network;Application;,/usr/share/applications/skypeforlinux.desktop
1,Slack,/usr/bin/slack -s %U,slack,,,,GNOME;GTK;Network;InstantMessaging;,/usr/share/applications/slack.desktop
1,Software Update,pamac-manager --updates,system-software-update,,,false,GNOME;GTK;System;Settings;X-XFCE-SettingsDialog;X-XFCE-SystemSettings;,/usr/share/applications/pamac-updater.desktop
1,System Log,gnome-system-log,logview,,,false,GTK;GNOME;System;Monitor;,/usr/share/applications/gnome-system-log.desktop
1,System Monitor,gnome-system-monitor,org.gnome.SystemMonitor,gnome-system-monitor,,false,GNOME;GTK;System;Monitor;,/usr/share/applications/gnome-system-monitor-kde.desktop
1,System Settings,gnome-control-center,org.gnome.Settings,,,false,GNOME;GTK;Settings;,/usr/share/applications/gnome-control-center.desktop
1,System Tweaks,gnome-tweaks,org.gnome.tweaks,,,false,GNOME;GTK;Utility;,/usr/share/applications/org.gnome.tweaks.desktop
1,Telegram,telegram-desktop -- %u,telegram,telegram-desktop,Chat Client,false,Chat;Network;InstantMessaging;Qt;,/usr/share/applications/telegramdesktop.desktop
1,Timeshift,timeshift-launcher,timeshift,,System Restore Utility,false,System;,/usr/share/applications/timeshift-gtk.desktop
1,Typora,typora,typora,,Markdown Editor,,Office;WordProcessor;,/usr/share/applications/typora.desktop
